Nationality,Sex,Cause of Death,الوفيات,سبب الوفاة,جنس,الجنسية,سنة
Bahraini,Male,Others,0,أخرى,ذكر,بحريني,2009
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2009
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",3,الحمل والولادة والنفاس*,انثى,بحريني,2009
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2009
Non-Bahraini,Male,Certain Infectious & Parasitic Diseases,6,الأمراض المعدية (الأنتانية والطفيلية),ذكر,غير بحريني,2009
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2009
Non-Bahraini,Male,Diseases of the Respiratory System,22,أمراض الجهاز التنفسي,ذكر,غير بحريني,2009
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,2,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2009
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,1,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2009
Non-Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,غير بحريني,2009
Non-Bahraini,Male,Conditions Originating in the Perinental Period,6,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2009
Non-Bahraini,Male,Congential Anomalies,5,العيوب والتشوهات خلقية,ذكر,غير بحريني,2009
Non-Bahraini,Male,Others,0,أخرى,ذكر,غير بحريني,2009
Non-Bahraini,Female,Neoplasms,10,الأورام,انثى,غير بحريني,2009
Non-Bahraini,Female,Diseases of the Blood & Blood Forming Organs,1,أمراض الدم وأعضاء تكوين الدم,انثى,غير بحريني,2009
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2009
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,1,أمراض الجهاز العصبي,انثى,غير بحريني,2009
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2009
Non-Bahraini,Female,Diseases of the Respiratory System,6,أمراض الجهاز التنفسي,انثى,غير بحريني,2009
Non-Bahraini,Female,Diseases of Genitourinary System,5,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2009
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2009
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,17,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2010
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",126,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2010
Bahraini,Male,Diseases of the Nervous System & Sense Organs,25,أمراض الجهاز العصبي,ذكر,بحريني,2010
Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,بحريني,2010
Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,بحريني,2010
Bahraini,Male,Conditions Originating in the Perinental Period,12,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2010
Bahraini,Male,Congential Anomalies,14,العيوب والتشوهات خلقية,ذكر,بحريني,2010
Bahraini,Female,Neoplasms,104,الأورام,انثى,بحريني,2010
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",146,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2010
Bahraini,Female,Diseases of the Respiratory System,34,أمراض الجهاز التنفسي,انثى,بحريني,2010
Bahraini,Female,Diseases of the Digestive System,18,أمراض الجهاز الهضمي,انثى,بحريني,2010
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,13,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2010
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,5,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2010
Bahraini,Female,Diseases of Genitourinary System,35,أمراض الجهاز التناسلي البولي,انثى,بحريني,2010
Bahraini,Female,Conditions Originating in the Perinental Period,16,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2010
Bahraini,Female,Congential Anomalies,16,العيوب والتشوهات خلقية,انثى,بحريني,2010
Bahraini,Female,External Causes of Morbidity & Mortality,21,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2010
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,4,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2010
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",17,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2010
Non-Bahraini,Male,Mental Disorder,4,الإضطرابات العقلية,ذكر,غير بحريني,2010
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,0,أمراض الجهاز العصبي,ذكر,غير بحريني,2010
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2010
Non-Bahraini,Male,Diseases of the Respiratory System,9,أمراض الجهاز التنفسي,ذكر,غير بحريني,2010
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2010
Non-Bahraini,Male,Diseases of Genitourinary System,8,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2010
Non-Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,غير بحريني,2010
Non-Bahraini,Male,Others,5,أخرى,ذكر,غير بحريني,2010
Non-Bahraini,Female,Diseases of the Circulatory System,24,أمراض الجهاز الدوري,انثى,غير بحريني,2010
Non-Bahraini,Female,Diseases of the Respiratory System,6,أمراض الجهاز التنفسي,انثى,غير بحريني,2010
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,1,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2010
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,1,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2010
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,انثى,غير بحريني,2010
Non-Bahraini,Female,Congential Anomalies,8,العيوب والتشوهات خلقية,انثى,غير بحريني,2010
Non-Bahraini,Female,External Causes of Morbidity & Mortality,18,الأسباب الخارجية للمرض والوفاة,انثى,غير بحريني,2010
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2010
Non-Bahraini,Female,Others,0,أخرى,انثى,غير بحريني,2010
Bahraini,Male,Neoplasms,131,الأورام,ذكر,بحريني,2011
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2011
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,12,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2011
Bahraini,Male,Diseases of Genitourinary System,78,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2011
Bahraini,Male,Conditions Originating in the Perinental Period,13,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2011
Bahraini,Male,External Causes of Morbidity & Mortality,66,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2011
Bahraini,Male,Others,6,أخرى,ذكر,بحريني,2011
Bahraini,Female,Certain Infectious & Parasitic Diseases,27,الأمراض المعدية (الأنتانية والطفيلية),انثى,بحريني,2011
Bahraini,Female,Neoplasms,136,الأورام,انثى,بحريني,2011
Bahraini,Female,Diseases of the Nervous System & Sense Organs,21,أمراض الجهاز العصبي,انثى,بحريني,2011
Bahraini,Female,Diseases of the Circulatory System,227,أمراض الجهاز الدوري,انثى,بحريني,2011
Bahraini,Female,Diseases of the Digestive System,28,أمراض الجهاز الهضمي,انثى,بحريني,2011
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,5,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2011
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",4,الحمل والولادة والنفاس*,انثى,بحريني,2011
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,2,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of the Respiratory System,10,أمراض الجهاز التنفسي,ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of the Digestive System,8,أمراض الجهاز الهضمي,ذكر,غير بحريني,2011
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,0,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2011
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2011
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,5,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2011
Non-Bahraini,Female,Neoplasms,11,الأورام,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,4,أمراض الجهاز العصبي,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Circulatory System,27,أمراض الجهاز الدوري,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Digestive System,2,أمراض الجهاز الهضمي,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,0,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2011
Non-Bahraini,Female,Diseases of Genitourinary System,1,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2011
Non-Bahraini,Female,Congential Anomalies,5,العيوب والتشوهات خلقية,انثى,غير بحريني,2011
Non-Bahraini,Female,Undefined illness,8,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2011
Bahraini,Male,Certain Infectious & Parasitic Diseases,37,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2012
Bahraini,Male,Diseases of the Nervous System & Sense Organs,22,أمراض الجهاز العصبي,ذكر,بحريني,2012
Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,بحريني,2012
Bahraini,Male,Conditions Originating in the Perinental Period,22,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2012
Bahraini,Male,Congential Anomalies,22,العيوب والتشوهات خلقية,ذكر,بحريني,2012
Bahraini,Male,External Causes of Morbidity & Mortality,67,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2012
Bahraini,Male,Others,35,أخرى,ذكر,بحريني,2012
Bahraini,Female,Neoplasms,137,الأورام,انثى,بحريني,2012
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,32,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2012
Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,بحريني,2012
Bahraini,Female,Diseases of the Respiratory System,90,أمراض الجهاز التنفسي,انثى,بحريني,2012
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,4,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2012
Bahraini,Female,Diseases of Genitourinary System,64,أمراض الجهاز التناسلي البولي,انثى,بحريني,2012
Bahraini,Female,Congential Anomalies,18,العيوب والتشوهات خلقية,انثى,بحريني,2012
Bahraini,Female,External Causes of Morbidity & Mortality,22,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2012
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,3,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2012
Non-Bahraini,Male,Diseases of the Respiratory System,18,أمراض الجهاز التنفسي,ذكر,غير بحريني,2012
Non-Bahraini,Male,Conditions Originating in the Perinental Period,8,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2012
Non-Bahraini,Male,External Causes of Morbidity & Mortality,108,الأسباب الخارجية للمرض والوفاة,ذكر,غير بحريني,2012
Non-Bahraini,Male,Others,19,أخرى,ذكر,غير بحريني,2012
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,3,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Blood & Blood Forming Organs,2,أمراض الدم وأعضاء تكوين الدم,انثى,غير بحريني,2012
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",9,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2012
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Respiratory System,15,أمراض الجهاز التنفسي,انثى,غير بحريني,2012
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2012
Non-Bahraini,Female,Conditions Originating in the Perinental Period,9,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2012
Non-Bahraini,Female,Congential Anomalies,2,العيوب والتشوهات خلقية,انثى,غير بحريني,2012
Non-Bahraini,Female,Undefined illness,5,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2012
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",2,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2012
Bahraini,Male,Neoplasms,156,الأورام,ذكر,بحريني,2013
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",57,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,بحريني,2013
Bahraini,Male,Diseases of the Respiratory System,99,أمراض الجهاز التنفسي,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Digestive System,34,أمراض الجهاز الهضمي,ذكر,بحريني,2013
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,4,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2013
Bahraini,Male,Congential Anomalies,17,العيوب والتشوهات خلقية,ذكر,بحريني,2013
Bahraini,Male,External Causes of Morbidity & Mortality,68,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2013
Bahraini,Female,Certain Infectious & Parasitic Diseases,23,الأمراض المعدية (الأنتانية والطفيلية),انثى,بحريني,2013
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",51,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2013
Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,بحريني,2013
Bahraini,Female,Diseases of Genitourinary System,80,أمراض الجهاز التناسلي البولي,انثى,بحريني,2013
Bahraini,Female,Undefined illness,70,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2013
Non-Bahraini,Male,Neoplasms,18,الأورام,ذكر,غير بحريني,2013
Non-Bahraini,Male,Mental Disorder,0,الإضطرابات العقلية,ذكر,غير بحريني,2013
Non-Bahraini,Male,Diseases of the Respiratory System,19,أمراض الجهاز التنفسي,ذكر,غير بحريني,2013
Non-Bahraini,Male,Undefined illness,6,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2013
Non-Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,غير بحريني,2013
Non-Bahraini,Male,Others,22,أخرى,ذكر,غير بحريني,2013
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2013
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,3,أمراض الجهاز العصبي,انثى,غير بحريني,2013
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2013
Non-Bahraini,Female,Diseases of the Digestive System,2,أمراض الجهاز الهضمي,انثى,غير بحريني,2013
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2013
Non-Bahraini,Female,Undefined illness,5,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2013
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",3,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2013
Non-Bahraini,Female,External Causes of Morbidity & Mortality,21,الأسباب الخارجية للمرض والوفاة,انثى,غير بحريني,2013
Bahraini,Male,Diseases of the Nervous System & Sense Organs,24,أمراض الجهاز العصبي,ذكر,بحريني,2014
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2014
Bahraini,Male,Diseases of the Digestive System,49,أمراض الجهاز الهضمي,ذكر,بحريني,2014
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",1,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2014
Bahraini,Male,External Causes of Morbidity & Mortality,81,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2014
Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,بحريني,2014
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2014
Bahraini,Female,Diseases of the Respiratory System,81,أمراض الجهاز التنفسي,انثى,بحريني,2014
Bahraini,Female,Diseases of the Digestive System,32,أمراض الجهاز الهضمي,انثى,بحريني,2014
Bahraini,Female,Congential Anomalies,30,العيوب والتشوهات خلقية,انثى,بحريني,2014
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",1,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2014
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,1,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2014
Non-Bahraini,Male,Mental Disorder,0,الإضطرابات العقلية,ذكر,غير بحريني,2014
Non-Bahraini,Male,Diseases of the Respiratory System,11,أمراض الجهاز التنفسي,ذكر,غير بحريني,2014
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,3,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2014
Non-Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,غير بحريني,2014
Non-Bahraini,Male,Undefined illness,3,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2014
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,4,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2014
Non-Bahraini,Female,Diseases of the Blood & Blood Forming Organs,2,أمراض الدم وأعضاء تكوين الدم,انثى,غير بحريني,2014
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",7,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2014
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2014
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2014
Non-Bahraini,Female,Diseases of the Digestive System,3,أمراض الجهاز الهضمي,انثى,غير بحريني,2014
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,0,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2014
Non-Bahraini,Female,Conditions Originating in the Perinental Period,8,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2014
Non-Bahraini,Female,Congential Anomalies,1,العيوب والتشوهات خلقية,انثى,غير بحريني,2014
Bahraini,Male,Mental Disorder,3,الإضطرابات العقلية,ذكر,بحريني,2015
Bahraini,Male,Diseases of the Nervous System & Sense Organs,19,أمراض الجهاز العصبي,ذكر,بحريني,2015
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2015
Bahraini,Male,Diseases of the Respiratory System,121,أمراض الجهاز التنفسي,ذكر,بحريني,2015
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,5,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2015
Bahraini,Male,Diseases of Genitourinary System,86,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2015
Bahraini,Male,Undefined illness,68,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2015
Bahraini,Female,Certain Infectious & Parasitic Diseases,16,الأمراض المعدية (الأنتانية والطفيلية),انثى,بحريني,2015
Bahraini,Female,Neoplasms,201,الأورام,انثى,بحريني,2015
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2015
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,3,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2015
Bahraini,Female,Diseases of Genitourinary System,89,أمراض الجهاز التناسلي البولي,انثى,بحريني,2015
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2015
Bahraini,Female,Others,1,أخرى,انثى,بحريني,2015
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,2,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2015
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",6,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2015
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2015
Non-Bahraini,Male,Diseases of Genitourinary System,6,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2015
Non-Bahraini,Male,Undefined illness,7,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2015
Non-Bahraini,Male,Others,1,أخرى,ذكر,غير بحريني,2015
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,6,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2015
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",5,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2015
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2015
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2015
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2015
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,1,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2015
Non-Bahraini,Female,Conditions Originating in the Perinental Period,7,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2015
Non-Bahraini,Female,Congential Anomalies,3,العيوب والتشوهات خلقية,انثى,غير بحريني,2015
Non-Bahraini,Female,External Causes of Morbidity & Mortality,23,الأسباب الخارجية للمرض والوفاة,انثى,غير بحريني,2015
Bahraini,Male,Neoplasms,182,الأورام,ذكر,بحريني,2016
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,22,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2016
Bahraini,Male,Mental Disorder,2,الإضطرابات العقلية,ذكر,بحريني,2016
Bahraini,Male,Diseases of the Eye & Adnexa,1,أمراض العين وتوابعها,ذكر,بحريني,2016
Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,بحريني,2016
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",2,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2016
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,13,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2016
Bahraini,Female,Diseases of the Circulatory System,371,أمراض الجهاز الدوري,انثى,بحريني,2016
Bahraini,Female,Diseases of the Respiratory System,139,أمراض الجهاز التنفسي,انثى,بحريني,2016
Bahraini,Female,Diseases of the Digestive System,33,أمراض الجهاز الهضمي,انثى,بحريني,2016
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,10,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2016
Bahraini,Female,Diseases of Genitourinary System,86,أمراض الجهاز التناسلي البولي,انثى,بحريني,2016
Bahraini,Female,Conditions Originating in the Perinental Period,17,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2016
Bahraini,Female,Undefined illness,19,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2016
Bahraini,Female,External Causes of Morbidity & Mortality,27,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2016
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2016
Non-Bahraini,Male,Certain Infectious & Parasitic Diseases,4,الأمراض المعدية (الأنتانية والطفيلية),ذكر,غير بحريني,2016
Non-Bahraini,Male,Neoplasms,20,الأورام,ذكر,غير بحريني,2016
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,1,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2016
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,7,أمراض الجهاز العصبي,ذكر,غير بحريني,2016
Non-Bahraini,Male,Diseases of the Circulatory System,265,أمراض الجهاز الدوري,ذكر,غير بحريني,2016
Non-Bahraini,Male,Diseases of the Digestive System,10,أمراض الجهاز الهضمي,ذكر,غير بحريني,2016
